PAG
35.0
80.0
35.0
25.0
35.0
95.0
75.0
60.0
75.0
25.0
40.0
40.0
25.0
75.0
35.0
25.0
25.0
15.0
90.0
25.0
40.0
75.0
75.0
5.0
100.0
35.0
25.0
100.0
80.0
25.0
55.0
100.0
15.0
5.0
90.0
35.0
100.0
40.0
55.0
80.0
15.0
35.0
75.0
75.0
100.0
55.0
60.0
100.0
5.0
100.0
35.0
95.0
25.0
80.0
75.0
55.0
25.0
40.0
95.0
25.0
60.0
25.0
90.0
90.0
90.0
55.0
15.0
25.0
55.0
60.0
90.0
90.0
90.0
60.0
35.0
5.0
55.0
60.0
100.0
15.0
100.0
35.0
55.0
55.0
15.0
100.0
90.0
35.0
35.0
90.0
90.0
90.0
90.0
15.0
60.0
25.0
75.0
100.0
100.0
75.0
95.0
55.0
55.0
100.0
95.0
95.0
15.0
55.0
25.0
15.0
90.0
80.0
55.0
60.0
75.0
90.0
35.0
15.0
80.0
55.0
35.0
95.0
60.0
100.0
35.0
95.0
60.0
25.0
55.0
55.0
100.0
25.0
90.0
25.0
80.0
55.0
35.0
55.0
15.0
55.0
90.0
55.0
15.0
55.0
35.0
100.0
100.0
100.0
55.0
90.0
25.0
40.0
100.0
55.0
100.0
35.0
75.0
90.0
90.0
35.0
60.0
100.0
55.0
40.0
80.0
60.0
35.0
80.0
80.0
55.0
25.0
90.0
55.0
75.0
25.0
25.0
90.0
80.0
95.0
55.0
75.0
75.0
60.0
75.0
100.0
100.0
100.0
75.0
15.0
15.0
95.0
35.0
40.0
95.0
80.0
90.0
90.0
40.0
35.0
80.0
90.0
15.0
55.0
25.0
80.0
80.0
55.0
60.0
95.0
35.0
75.0
15.0
5.0
55.0
35.0
60.0
80.0
55.0
25.0
55.0
25.0
90.0
90.0
90.0
95.0
25.0
100.0
55.0
55.0
5.0
25.0
80.0
90.0
35.0
75.0
75.0
60.0
35.0
90.0
55.0
95.0
55.0
60.0
75.0
80.0
40.0
5.0
55.0
80.0
90.0
60.0
90.0
25.0
55.0
75.0
35.0
25.0
60.0
90.0
55.0
95.0
35.0
75.0
95.0
40.0
90.0
100.0
75.0
35.0
35.0
60.0
35.0
35.0
40.0
100.0
100.0
75.0
60.0
35.0
95.0
100.0
55.0
75.0
75.0
55.0
25.0
25.0
55.0
90.0
90.0
25.0
55.0
60.0
90.0
60.0
90.0
40.0
75.0
55.0
55.0
40.0
60.0
35.0
75.0
5.0
35.0
75.0
100.0
80.0
75.0
80.0
35.0
60.0
35.0
25.0
100.0
90.0
35.0
35.0
80.0
35.0
40.0
40.0
5.0
100.0
100.0
80.0
55.0
5.0
55.0
55.0
25.0
90.0
55.0
75.0
90.0
80.0
35.0
25.0
40.0
55.0
95.0
100.0
90.0
35.0
55.0
55.0
55.0
55.0
90.0
100.0
60.0
80.0
95.0
80.0
95.0
90.0
60.0
90.0
55.0
25.0
35.0
100.0
90.0
90.0
90.0
60.0
75.0
35.0
5.0
55.0
100.0
25.0
15.0
100.0
15.0
75.0
75.0
80.0
55.0
15.0
15.0
95.0
90.0
100.0
35.0
25.0
75.0
55.0
95.0
35.0
25.0
60.0
35.0
100.0
55.0
55.0
40.0
5.0
5.0
60.0
100.0
100.0
5.0
55.0
95.0
60.0
95.0
""
90.0
""
60.0
""
""
60.0
75.0
60.0
25.0
55.0
60.0
""
90.0
""
55.0
60.0
""
100.0
100.0
""
75.0
75.0
""
""
""
75.0
""
""
60.0
25.0
""
""
35.0
55.0
55.0
60.0
75.0
55.0
95.0
75.0
60.0
55.0
35.0
""
""
95.0
""
60.0
""
95.0
100.0
90.0
""
100.0
""
100.0
90.0
""
60.0
95.0
55.0
""
""
90.0
55.0
95.0
60.0
""
75.0
95.0
""
""
60.0
75.0
75.0
100.0
55.0
75.0
25.0
90.0
90.0
60.0
100.0
100.0
90.0
100.0
""
""
75.0
95.0
60.0
""
""
""
""
""
100.0
95.0
95.0
100.0
90.0
100.0
95.0
""
35.0
100.0
""
90.0
""
100.0
35.0
95.0
90.0
""
55.0
25.0
60.0
35.0
""
55.0
""
95.0
""
35.0
90.0
""
55.0
95.0
100.0
95.0
""
100.0
""
15.0
""
35.0
100.0
""
""
""
35.0
35.0
100.0
5.0
60.0
35.0
55.0
60.0
75.0
35.0
75.0
35.0
75.0
75.0
75.0
100.0
75.0
75.0
55.0
75.0
100.0
25.0
90.0
90.0
80.0
25.0
75.0
95.0
80.0
75.0
35.0
35.0
100.0
90.0
25.0
90.0
40.0
100.0
75.0
75.0
90.0
80.0
80.0
95.0
75.0
90.0
100.0
60.0
80.0
75.0
100.0
35.0
40.0
75.0
90.0
100.0
90.0
55.0
90.0
55.0
80.0
80.0
55.0
75.0
55.0
95.0
55.0
100.0
80.0
60.0
90.0
55.0
60.0
90.0
80.0
25.0
35.0
75.0
75.0
95.0
35.0
75.0
90.0
55.0
35.0
35.0
95.0
60.0
90.0
60.0
75.0
100.0
25.0
25.0
100.0
90.0
60.0
100.0
60.0
35.0
75.0
55.0
75.0
55.0
100.0
100.0
80.0
80.0
95.0
25.0
55.0
40.0
90.0
90.0
75.0
55.0
95.0
25.0
