0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.20,0.21,0.22,0.23,0.24
13.635772,14.58684,7.5536304,22.50325,20.962503,15.108241,11.218205,11.432148,12.0039835,12.689045,23.742561,11.03058,21.394732,16.74107,11.379146,9.719622,19.636858,8.9717,84.44465,6.0512843,27.249367,18.438942,16.44608,14.380025,24.630045
11.41852,11.723537,5.818137,18.525135,18.774086,12.402403,9.235561,11.8323345,6.95579,9.584333,21.47411,8.153656,23.51773,12.103785,11.060975,3.8243594,14.711106,7.9687943,79.04967,3.2421381,25.092594,16.742739,12.1233835,9.155927,26.354353
11.437908,16.126028,11.061361,17.979033,24.74328,12.903034,9.88313,12.633763,16.260931,11.113828,22.385098,14.601697,23.794641,12.954586,15.024768,10.552374,16.640648,6.688958,106.17505,0.9395183,29.95475,20.85053,15.994615,21.217901,24.03238
10.763688,10.7016,7.131235,14.105133,19.641676,9.949399,7.0084314,10.018664,7.868448,8.208308,16.178429,14.649819,16.184414,7.7204003,16.317308,7.402447,15.643092,10.428022,79.25819,4.381933,21.765085,19.246473,11.074358,12.376951,23.804869
15.0235815,15.12047,4.373116,17.577513,17.585592,14.673988,10.911248,11.540453,9.70634,8.529893,23.36568,8.432721,24.858408,6.2959905,11.311128,1.9323392,16.216686,7.227755,78.53014,7.039907,23.53418,15.376044,13.719736,14.408756,29.036154
8.633496,17.711422,6.1297526,18.532011,20.61089,11.636783,10.037628,11.255053,11.445677,6.1896057,21.41157,13.140504,21.640554,13.824743,14.917354,5.3785253,18.52619,9.265485,82.57425,7.6209464,23.887596,14.331847,16.700872,16.483122,27.589952
14.242931,17.36403,10.586428,18.556538,24.319082,12.792688,11.459924,11.057608,13.61667,13.765301,28.536217,15.761968,26.809668,13.169285,18.935638,8.43007,18.123386,11.983104,85.987465,6.1253986,30.941238,16.939814,17.515678,15.963463,24.955965
14.189914,16.343351,10.224339,17.207811,18.018627,11.493126,9.212809,11.80084,14.277685,10.306507,24.4194,10.719305,21.8393,11.324466,13.938796,5.018782,20.362476,11.41384,84.3529,4.557441,26.81553,16.843645,16.901848,14.346942,29.356798
8.07778,10.084927,6.771486,20.086016,19.257435,10.256835,9.147294,12.87331,9.046058,10.987162,23.904133,14.956699,19.95189,14.567387,11.831943,6.7548203,19.075653,8.218723,85.56413,8.853228,24.658981,16.703213,15.316563,12.316049,22.437408
14.153044,19.270899,8.933938,18.180033,25.035173,11.72912,12.350405,10.283277,12.849625,8.6708,28.364405,12.799471,20.799479,12.491064,14.025556,6.755338,18.231604,8.385982,69.66193,3.9119508,27.953876,17.542637,13.374334,13.099088,25.035034
12.16064,17.30943,8.924815,18.885387,16.340157,13.985799,10.351356,15.3355255,12.268256,9.135423,21.18777,12.178355,24.875978,12.374657,12.479196,4.921045,16.746567,17.91216,89.3167,3.0823367,23.198715,13.738057,17.218533,8.050644,26.283468
18.983059,18.48374,8.53633,23.861073,22.655321,18.855808,9.427443,9.648512,11.500108,14.627294,27.378685,16.032152,24.75163,17.464352,19.432478,11.505441,26.059422,9.531261,84.24589,15.298884,31.27233,15.58162,16.845833,12.011891,31.583553
10.688659,17.225704,7.088324,19.580359,17.142775,12.724394,10.433973,7.9296794,11.605772,5.220809,24.473206,12.844154,23.584082,14.853226,15.531214,2.3508954,16.049328,10.694574,86.869995,1.9868768,26.002104,19.26546,12.048828,12.545628,26.606766
12.195565,15.736196,6.7893257,18.387856,18.968355,13.361112,10.078948,10.854824,6.7348714,7.2357917,22.092539,16.397053,22.28794,13.44799,7.722025,5.968365,18.641361,10.395706,79.13712,3.2690938,26.689856,17.961056,9.603813,12.597228,25.186434
9.04583,11.515022,8.037798,16.6433,20.184305,10.617094,6.35177,12.94722,8.24462,11.297976,19.595753,8.94422,22.973837,10.860829,12.571664,5.59594,14.779049,13.044203,77.854034,6.7126513,26.48767,13.759066,15.930822,15.251392,28.383516
7.817913,17.938137,6.948643,12.194162,15.860325,10.44214,12.128803,10.98524,8.567193,6.5325236,18.854052,4.6272345,25.070623,8.313915,9.5328,3.0298905,14.29688,8.625243,80.556854,0,24.469383,16.75004,10.614424,10.295209,28.177835
10.352621,13.123663,6.0188475,17.692616,21.185575,8.046628,7.614258,11.86948,9.462598,9.329808,20.355736,10.025582,19.726048,9.578444,13.704713,4.369537,14.555494,7.996662,80.697845,7.7722344,24.256027,11.730982,13.636917,13.9743395,24.47499
9.0010395,13.170324,5.577952,17.008657,16.215052,8.259192,7.7699175,5.6766963,8.430696,8.719067,17.799946,7.8799024,24.99621,7.605677,9.160428,3.1150231,15.951957,2.0131621,71.07758,0,18.14697,22.283371,12.860265,9.38709,24.330256
4.9135733,10.116857,5.9975357,13.001862,14.405285,6.575933,6.397068,7.053782,7.3493266,5.5025897,20.406288,5.962139,19.426613,10.551105,7.521914,4.6055074,13.37228,4.8158355,65.551285,0,16.969738,13.669779,8.929884,6.1206326,20.412867
13.153047,15.856866,6.318012,18.187756,24.348671,14.911988,10.455262,12.455282,10.146088,10.060694,20.189644,16.027481,20.898558,12.317959,13.160921,11.646094,18.48238,11.606556,97.50709,4.8244195,26.344355,20.442863,18.02618,16.782799,26.65074
11.394694,13.838149,6.291637,16.334576,13.237168,12.480839,9.416105,9.751025,7.7182918,9.122291,21.233103,9.270983,22.885952,13.345163,11.690776,6.5414376,18.23005,8.87756,73.95826,5.824269,24.238384,17.783121,14.667992,11.224089,25.866642
14.808873,17.68672,6.4639006,25.469181,27.074308,18.751717,7.003047,15.316282,11.939382,12.283264,23.17594,15.006352,27.412853,13.98682,17.571419,11.945764,20.1208,17.358862,91.61534,11.698056,28.418606,25.460495,18.622414,17.157587,32.08984
12.365154,14.883605,6.9041348,18.436659,22.31231,11.766212,9.260382,8.4217205,8.843255,11.561266,20.792173,15.171281,24.551268,11.832142,13.3949,6.0000863,20.241245,12.421843,82.45952,0.50259715,24.738163,17.50161,19.526749,14.34199,24.496752
8.7960005,16.638954,3.801149,18.490505,18.210442,11.31468,7.193386,7.090886,8.067866,6.681946,15.918992,10.0398035,20.32981,7.080533,10.637127,4.6150002,13.198403,13.4156475,81.65763,0,25.185343,14.9369,15.732285,14.2224455,23.599073
7.373091,15.656402,7.3898926,18.07787,20.395872,9.121443,12.966119,6.561115,15.621772,9.337885,22.188187,14.612837,21.55253,12.841464,15.335715,5.248052,18.419037,5.0356116,73.199554,6.4031377,22.212803,16.137655,12.867929,12.780389,25.101099
17.009789,18.548084,11.476466,24.383446,26.378822,19.781794,15.568758,18.414686,14.677168,15.393979,26.813263,16.42712,26.317938,18.97131,21.097332,9.111291,24.93396,12.5683775,86.567444,9.869961,29.528042,23.78494,18.046766,18.488592,31.60117
