ISO
30
55
15
40
55
85
80
65
25
15
40
65
40
15
15
35
15
15
15
15
65
45
30
40
75
80
15
95
90
45
45
80
15
15
30
15
95
75
15
55
15
40
65
25
40
65
15
45
15
90
65
80
85
45
30
35
25
60
60
15
80
15
80
80
65
60
15
35
35
15
80
90
80
35
15
15
75
65
95
65
85
15
15
75
15
90
90
80
55
80
25
65
65
55
30
15
30
35
95
60
85
40
80
75
80
15
25
25
15
25
80
55
15
55
65
15
65
30
80
65
35
15
65
15
30
30
45
25
55
45
15
40
85
15
65
95
80
25
15
75
40
35
65
15
30
15
95
95
75
15
25
65
55
25
85
65
80
25
15
30
15
90
15
15
60
80
60
95
15
75
15
40
25
25
15
60
15
15
15
15
85
35
15
15
15
40
90
15
15
65
80
25
40
15
55
40
80
45
15
65
55
15
35
35
15
15
15
15
40
55
55
45
15
40
55
95
80
80
35
15
45
45
25
25
15
80
15
65
15
15
25
35
25
65
15
65
55
30
90
25
30
15
25
40
35
65
15
15
15
65
35
60
15
30
55
15
35
55
55
15
35
40
35
35
60
25
85
45
35
65
35
15
15
30
15
95
25
45
15
40
15
40
65
85
35
45
15
15
85
40
15
30
15
75
30
65
15
45
15
75
15
45
30
55
60
15
80
65
55
90
55
15
15
15
15
15
75
40
65
80
15
60
15
15
95
60
90
80
60
25
15
40
65
15
65
90
55
15
15
55
35
65
15
80
15
15
15
35
75
80
30
35
80
80
65
90
40
40
45
60
60
25
15
40
75
95
65
30
15
15
15
95
40
25
95
15
25
25
80
40
45
45
30
75
85
75
45
60
35
40
75
45
80
15
40
40
90
15
15
15
55
95
85


















































































































































55
60
60
55
65
35
90
55
75
65
15
40
75
40
80
90
65
80
55
60
25
30
55
25
30
30
80
65
15
65
85
40
35
30
90
65
75
80
90
90
60
45
65
25
40
60
60
35
80
45
75
35
25
90
90
55
15
80
80
65
65
35
80
65
30
40
55
75
45
45
65
60
75
85
85
15
65
15
30
60
30
75
85
45
15
65
65
25
85
90
25
15
15
15
40
55
45
45
90
40
65
35
40
60
15
15
25
80
90
75
35
15
80
25
75
90
40
15
