DSC
20
95
40
45
100
100
85
45
20
20
55
85
55
20
5
55
20
5
40
5
75
75
40
75
55
100
5
85
85
20
20
95
5
5
55
5
100
5
40
90
5
65
40
20
80
75
20
55
5
95
90
90
55
45
80
40
55
85
85
5
20
45
85
5
95
85
5
40
85
55
75
100
95
25
20
5
95
55
100
40
75
20
40
40
5
100
85
55
55
90
45
55
55
55
90
5
85
45
100
85
100
65
80
100
100
95
20
20
20
25
95
55
5
75
85
20
90
20
85
65
55
40
80
5
40
75
40
45
25
40
45
5
20
40
40
40
85
25
20
40
55
85
95
5
5
5
65
100
95
55
5
55
20
65
95
55
80
55
85
75
40
100
5
5
90
55
65
95
5
45
20
75
20
5
5
20
5
20
20
5
75
55
25
5
45
40
55
5
5
25
40
25
45
20
65
40
85
40
55
100
85
45
20
20
40
75
20
55
5
75
40
5
55
80
75
85
40
65
65
5
65
40
55
5
55
40
80
55
25
5
20
40
65
55
20
85
80
40
95
40
55
5
85
55
20
65
5
55
5
40
40
100
25
40
40
40
5
20
5
40
5
40
55
80
45
95
100
55
40
100
65
5
5
55
45
55
25
40
65
80
40
80
75
75
40
55
20
5
95
80
5
45
45
75
55
95
5
65
45
65
20
55
90
55
55
5
75
55
55
95
20
5
40
20
5
55
80
20
55
85
40
55
5
55
100
95
40
40
40
55
25
75
55
40
95
100
40
5
5
20
5
65
65
100
5
40
5
75
75
95
55
85
65
75
100
95
55
55
75
95
55
5
5
40
95
100
40
20
5
95
40
100
80
40
100
5
55
40
80
55
95
80
40
85
95
85
85
100
55
75
75
40
55
5
55
90
100
5
20
55
85
100
100
40
55
45
55
75

55

5


45
5
40
5
55
40

5

80
40

45
55

40
55



55


5
45


5
5
45
5
40
20
40
55
55
40
45


40

20

55
40
55

55

45
20

40
45
5


5
20
20
80

45
40


5
40
5
5
55
5
5
80
55
5
75
55
5
5


5
45
80





45
20
5
75
20
55
45

40
5

20

5
5
75
75

20
45
5
20

45

5

80
40

55
20
80
75

40

75

45
5



100
25
25
40
5
40
100
55
25
100
40
25
95
75
40
45
55
5
95
85
75
5
45
5
55
20
85
20
5
75
45
25
55
25
5
45
25
55
5
100
20
20
80
95
75
75
40
5
65
40
80
20
20
40
20
95
5
55
80
20
25
95
95
45
55
55
20
95
40
5
40
80
65
40
20
5
5
5
65
80
20
80
40
55
40
80
40
40
85
85
85
45
20
5
55
95
5
100
40
40
55
85
5
5
85
100
75
20
20
5
75
40
55
20
75
20
55
25
