FAN
15
90
75
35
45
90
90
15
45
5
50
75
45
15
5
60
5
5
5
45
75
90
65
90
75
95
5
65
100
60
35
95
5
5
95
35
100
80
45
100
30
80
50
45
50
100
15
95
5
100
90
95
45
75
75
20
65
75
75
5
75
50
90
80
90
90
5
60
50
30
90
90
80
30
15
90
45
100
100
75
80
50
15
60
5
100
95
90
20
75
45
5
90
15
50
80
90
95
100
65
90
35
60
90
60
100
30
60
15
20
90
45
5
65
65
50
100
50
95
100
90
80
45
5
5
100
45
65
45
15
35
90
20
35
65
45
65
30
65
75
65
45
90
5
5
50
30
100
100
100
30
95
75
90
75
100
95
90
100
60
45
100
5
5
100
15
60
45
45
95
30
80
90
20
35
90
45
45
15
60
80
60
35
45
60
75
100
50
45
50
75
5
80
90
75
45
75
30
60
100
80
90
80
75
100
30
5
15
80
90
35
35
45
95
90
95
75
80
90
35
80
45
35
80
5
30
100
50
65
5
5
15
60
90
50
80
75
60
90
15
45
50
60
35
60
50
60
50
5
5
75
100
30
60
90
90
45
15
5
45
5
45
20
90
80
100
90
45
75
100
65
30
45
75
30
100
100
60
90
90
45
15
60
80
50
95
45
5
90
65
65
50
35
75
80
100
30
60
45
60
45
75
75
100
65
45
90
100
90
100
80
5
60
30
15
95
60
50
90
90
60
45
35
90
100
75
60
45
15
100
35
75
100
5
90
95
95
45
60
75
30
90
30
100
5
90
90
90
75
90
75
30
15
75
100
90
60
95
50
60
45
80
60
30
75
100
60
50
5
100
60
100
65
15
100
5
60
45
45
45
100
60
95
80
95
75
45
90
80
80
45
50
80
90
100
60
90
20
45
80
60
100
95
60
60
60
60
90

45

35


35
90
45
65
15
35

30

75
30

45
5

30
75



45


65
45


95
65
65
65
35
60
65
90
65
5
30


5

35

35
35
30

75

30
30

60
60
15


30
75
5
30

30
90


45
45
5
15
15
45
15
90
75
65
90
90
15
35


35
30
75





60
60
15
100
45
90
60

60
15

35

30
30
60
75

35
35
45
60

90

45

15
60

75
90
75
65

75

15

30
60



45
30
75
90
35
20
95
60
100
90
90
30
90
60
95
45
90
60
95
90
15
5
45
95
45
5
45
45
35
65
35
35
80
90
5
30
90
50
15
90
100
5
75
80
60
50
15
5
60
30
50
5
30
30
75
90
45
45
80
15
60
90
45
45
65
60
80
90
80
45
45
80
65
60
35
50
65
5
95
60
5
50
90
35
60
30
95
100
75
45
100
90
30
5
100
90
50
100
50
30
15
75
45
80
30
75
100
95
5
45
100
30
30
80
50
60
60
75
