WITHD
43
73
40
53
38
82
76
44
53
53
37
47
60
61
46
44
57
52
46
35
51
54
35
43
48
35
56
52
63
36
56
68
55
35
56
43
62
54
54
82
46
39
58
46
56
38
60
54
35
43
74
67
53
58
46
38
49
52
68
40
75
43
96
51
73
35
51
54
46
43
49
64
67
46
46
42
70
35
45
67
70
58
47
44
36
58
59
54
54
63
37
40
52
82
76
56
54
43
102
54
60
43
59
67
82
40
48
49
53
78
44
40
41
51
46
56
35
51
70
53
49
53
76
41
35
47
49
35
53
53
47
65
80
43
40
91
51
54
60
44
51
39
49
56
49
40
78
58
46
44
46
35
51
43
93
48
90
78
55
40
45
71
43
50
56
53
56
46
43
49
43
40
44
49
43
47
49
35
54
46
58
59
53
40
78
49
38
35
54
53
57
58
43
42
54
55
79
60
51
67
54
38
41
40
60
52
42
68
40
39
45
47
49
93
40
46
68
51
42
40
62
43
39
37
56
40
54
52
40
69
35
85
93
35
42
60
43
42
69
59
51
51
49
40
71
49
40
43
54
46
65
65
44
44
43
43
54
51
81
51
67
41
60
70
43
61
49
54
76
95
57
60
49
46
47
61
82
53
35
60
55
34
43
68
49
58
40
62
65
54
41
35
40
46
41
53
47
62
54
50
35
48
54
43
61
38
41
38
57
78
57
36
59
43
41
44
46
44
70
84
43
44
45
46
75
51
51
93
49
51
43
51
35
49
65
46
58
43
40
51
43
54
59
50
40
48
43
46
49
46
58
38
51
48
62
67
59
49
65
58
36
44
36
73
46
62
49
73
46
56
62
53
43
59
83
43
73
60
41
44
57
49
51
56
78
50
72
58
62
42
60
58
44
40
54
54
68
40
35
36
53
84
67
51
38
70
54
57
60
54
46
65
47
46
57
49
51
38
52
51
36
48
46
62
41
49
40
53
49
47
70
42
49
42
52
87
62
40
49
58
34
54
49
53
54
65
44
38
54
51
41
63
70
37
47
44
47
58
56
67
70
40
51
51
43
40
52
51
38
38
35
51
55
38
44
38
37
60
68
51
51
48
67
41
59
52
54
47
49
60
51
68
46
49
51
49
62
35
47
51
60
39
67
79
53
62
47
57
67
44
55
65
46
43
43
47
54
51
43
51
54
57
43
50
59
50
54
46
70
62
43
37
51
54
56
59
43
51
38
49
65
45
52
38
49
43
85
54
38






















































































































