ACT
10
80
30
30
85
85
85
50
65
10
40
75
60
40
25
40
5
25
5
15
60
60
50
30
85
85
5
95
85
10
25
60
5
5
95
10
95
5
25
75
25
40
80
50
25
75
25
80
5
85
30
90
25
95
65
30
85
60
95
5
65
5
5
90
90
85
5
25
40
5
75
100
85
10
25
5
50
25
100
10
90
15
75
60
5
85
30
40
65
80
25
5
5
10
60
15
65
5
100
65
65
15
60
80
65
65
10
25
10
10
75
40
5
50
65
100
40
25
85
5
40
60
75
40
10
60
50
50
75
50
60
10
65
10
60
40
90
40
30
25
25
10
100
40
5
5
90
95
90
5
5
5
40
5
85
5
5
95
5
10
5
95
5
5
100
10
60
5
80
40
10
60
10
5
5
5
40
25
75
5
40
60
15
10
80
85
50
25
15
10
85
5
40
80
80
40
85
95
90
65
60
5
40
5
100
85
30
5
40
10
25
5
5
80
60
40
85
80
25
5
50
60
5
60
100
25
95
65
40
40
5
25
60
40
5
85
75
60
85
75
60
15
10
5
50
50
5
60
25
25
60
30
50
25
50
25
80
60
100
50
25
5
40
65
60
40
50
25
30
100
75
30
5
40
90
85
30
5
50
85
95
25
80
80
40
15
40
5
85
65
90
10
5
80
60
5
5
50
60
50
5
75
50
50
40
5
90
5
60
95
25
5
40
10
5
40
95
25
40
75
95
40
25
5
100
95
65
60
5
40
25
25
5
25
90
95
60
5
25
15
30
95
50
95
5
65
60
60
85
75
80
40
50
60
5
95
65
65
10
25
5
5
85
95
60
100
25
5
5
85
10
100
25
10
100
10
95
85
25
40
65
60
75
60
95
60
25
90
65
40
15
25
75
5
75
85
40
5
5
5
60
100
100
30
30
100
75
75

75

85


75
25
30
10
40
30

65

75
5

75
100

25
85



30


40
30


5
60
65
30
40
5
10
30
75
5
75


5

30

30
65
40

95

85
30

25
30
25


25
40
40
60

5
40


10
40
5
30
60
30
5
85
75
25
65
85
10
25


60
30
30





65
95
5
85
75
25
40

30
60

10

75
5
65
40

25
30
10
10

25

10

85
40

60
60
85
65

75

65

40
40



90
25
95
10
25
30
60
25
65
85
60
15
75
50
65
5
60
5
30
80
50
10
75
25
100
60
85
60
60
75
85
75
75
25
5
75
75
90
65
65
95
40
80
15
25
60
30
75
40
80
90
10
15
15
25
75
5
50
85
85
25
95
80
5
50
30
85
80
30
100
65
25
40
40
40
25
30
60
80
40
50
80
50
50
5
65
75
30
95
60
75
10
10
10
80
90
10
95
30
60
50
60
5
25
100
95
85
40
10
5
85
65
80
90
85
60
90
5
