SUB
45
65
100
20
25
85
80
45
65
15
20
65
45
25
5
80
35
25
25
25
65
45
70
25
15
100
25
65
35
35
25
100
25
5
25
65
100
100
15
65
25
65
90
80
80
70
45
90
20
90
100
80
65
65
100
65
65
45
25
80
50
65
80
65
65
90
5
15
85
90
45
50
80
50
50
100
80
90
95
25
80
50
80
15
10
95
65
70
65
70
65
80
100
15
45
90
90
90
100
50
100
35
80
100
80
100
5
25
10
10
80
90
25
50
85
45
95
50
90
85
70
45
80
25
25
90
50
95
70
70
80
85
45
80
70
65
80
10
100
45
90
65
100
35
5
5
20
100
95
100
80
100
80
100
90
100
95
65
100
90
100
95
5
25
100
80
80
80
25
90
45
80
25
50
5
65
25
90
45
100
90
65
70
45
85
45
65
50
35
85
65
25
70
65
65
90
85
5
50
100
45
90
65
100
20
45
45
90
100
100
100
35
80
70
85
100
90
50
80
85
50
80
80
45
5
10
35
65
50
20
65
35
80
100
85
80
80
50
85
25
25
80
80
45
15
45
65
50
80
80
70
95
45
80
100
100
65
45
5
80
90
100
50
80
65
100
80
45
25
100
65
5
100
90
25
100
80
80
100
70
65
90
35
80
85
80
45
5
80
65
25
65
50
45
50
100
5
70
45
25
100
45
85
100
65
45
45
100
50
100
65
20
85
65
65
90
50
45
100
70
35
65
45
80
100
100
100
45
25
65
85
70
100
50
90
100
45
80
70
85
65
100
65
90
90
80
85
90
45
70
25
20
95
80
95
95
50
95
90
80
90
15
20
15
80
100
80
100
50
100
80
100
80
10
100
90
10
65
80
20
80
80
80
80
100
45
45
100
50
100
65
70
65
100
80
25
90
25
100
100
65
100
80
50
45
65
45
45

45

80


80
50
50
65
45
65

25

45
20

65
85

45
100



50


25
20


90
45
20
50
50
65
50
65
20
50
85


45

80

50
45
20

45

25
25

65
45
25


25
65
25
85

100
25


65
65
80
15
50
100
65
50
50
45
90
45
65
50


20
20
65





80
65
45
45
65
85
80

45
15

25

45
80
45
45

45
20
20
50

65

80

25
85

65
20
15
50

80

65

85
85



50
90
45
25
45
20
80
90
25
5
95
25
80
45
25
15
25
25
5
70
70
15
35
25
45
45
70
95
80
65
65
65
35
10
70
50
70
35
45
70
50
50
50
90
85
45
90
45
35
50
85
50
80
45
25
35
80
65
70
45
70
70
65
80
45
15
45
90
65
25
80
70
50
65
65
85
45
85
70
80
70
45
45
25
90
65
65
50
15
85
25
80
85
65
65
65
20
85
70
15
25
65
80
95
65
65
80
65
25
45
90
15
50
50
45
15
70
25
