,FUN_COM,0
310,36.0,38.234756
311,54.0,33.34901
312,44.0,26.175982
313,51.0,51.444233
314,35.97222222,33.51052
315,46.66666667,43.027294
316,47.0,53.744995
317,42.0,45.506695
318,0.0,26.158907
319,50.0,49.564312
320,46.0,50.429462
321,44.0,50.47047
322,34.0,43.070164
323,51.0,43.560085
324,43.0,52.05766
325,53.5,52.30461
326,36.0,43.574142
327,41.0,50.700626
328,50.0,50.17219
329,0.0,25.859777
330,50.0,49.745975
331,61.0,54.686012
332,37.0,40.59198
333,56.0,46.59921
334,42.0,38.845695
335,33.0,51.616657
336,0.0,22.323042
337,57.0,41.286633
338,55.83333333,54.455784
339,51.0,43.126366
340,0.0,32.107018
341,37.0,47.786762
342,40.0,46.09848
343,45.0,44.78139
344,36.0,43.940784
345,44.0,41.828938
346,52.0,44.11469
347,33.75,49.31697
348,40.0,45.51252
349,58.88888889,56.637363
350,65.0,47.043926
351,0.0,44.68607
352,52.77777778,47.643715
353,40.0,31.890799
354,46.0,43.65129
355,42.0,45.147358
356,37.0,53.48752
357,43.0,44.26633
358,34.0,40.102406
359,43.0,42.33349
360,38.0,37.28507
361,39.0,39.443256
362,55.0,49.877846
363,60.0,47.49976
364,43.0,29.595139
365,43.0,44.988873
366,44.5,47.116627
367,33.0,40.937344
368,62.0,47.052547
369,49.72222222,42.55174
370,52.77777778,46.812996
371,51.16666667,41.5089
372,41.0,42.442196
373,60.0,48.25256
374,59.0,47.162773
375,54.0,49.37489
376,53.0,51.541183
377,0.0,24.521074
378,45.0,42.45702
379,44.83333333,44.20177
380,50.0,40.687687
381,59.0,43.284775
382,36.0,39.963062
383,39.0,46.359142
384,58.0,37.56236
385,54.0,48.421986
386,47.0,48.36511
387,50.0,48.075863
388,63.0,47.31163
389,51.25,36.815006
390,51.0,48.438053
391,0.0,44.313145
392,64.0,39.012978
393,59.0,48.272625
394,56.0,42.718433
395,39.0,44.39793
396,43.0,48.36973
397,45.0,40.964867
398,37.5,62.51784
399,47.0,44.107857
400,36.0,45.596848
401,50.0,47.231586
402,60.0,47.854103
403,38.0,46.934334
404,40.0,44.22726
405,61.0,46.83141
406,36.0,38.644836
407,50.44444444,52.187435
408,57.0,57.913136
409,34.88888889,36.381397
410,45.0,32.497272
411,37.0,49.748646
412,62.25,52.542126
413,41.0,40.63184
414,41.0,34.23512
415,28.0,33.178043
416,57.0,47.530907
417,37.0,44.828545
418,49.0,43.106518
419,50.0,39.70521
420,0.0,37.873158
421,47.0,46.466988
422,53.0,43.464603
423,38.33333333,59.886303
424,51.0,48.98167
425,54.30555556,51.403515
426,36.0,38.00978
427,57.5,57.847614
428,51.16666667,51.867725
429,41.0,43.812
430,56.0,46.511356
431,57.5,42.034008
432,34.0,48.683884
433,0.0,34.46359
434,43.0,42.99628
435,35.0,24.135801
436,37.0,31.752928
437,37.0,43.913216
438,43.61111111,47.10118
