,COND_PR,0
415,48.0,49.155994
416,40.0,46.680145
417,38.0,39.250164
418,42.0,44.799717
419,59.0,51.578236
420,46.74074074,49.461964
421,40.0,42.241856
422,40.0,48.69683
423,38.0,44.84241
424,48.0,49.14821
425,48.96296296,49.912773
426,48.0,49.62381
427,56.0,49.559082
428,38.0,40.325504
429,71.0,51.692223
430,38.0,39.71973
431,38.0,47.300194
432,65.85185185,52.41385
433,52.0,45.898552
434,55.57142857,46.663883
435,73.0,50.31327
436,60.0,48.124157
437,34.0,47.280914
438,79.0,47.325165
