,SUICIDE,0
347,0.0,28.412127
348,0.0,30.173779
349,0.0,29.19514
350,0.0,31.06677
351,6.0,48.158394
352,2.0,53.42483
353,0.0,30.561098
354,0.0,24.52937
355,0.0,24.230133
356,0.0,37.414856
357,0.0,37.230278
358,0.0,38.209496
359,2.0,36.92321
360,1.0,31.67779
361,0.0,40.630974
362,1.0,36.79065
363,0.0,34.97905
364,0.0,53.210682
365,0.0,27.916382
366,0.0,37.041496
367,0.0,37.18372
368,2.0,49.2475
369,0.0,25.384266
370,0.0,34.095284
371,0.0,28.068295
372,1.0,33.60076
373,0.0,17.935316
374,0.0,37.58163
375,2.0,62.089886
376,0.0,30.345129
377,0.0,42.123158
378,0.0,37.565727
379,0.0,41.69333
380,0.0,48.729855
381,0.0,31.699034
382,0.0,25.73723
383,0.0,28.992891
384,0.0,42.987587
385,0.0,41.69782
386,2.0,42.592777
387,0.0,25.621248
388,0.0,34.45496
389,0.0,48.07084
390,1.0,51.08506
391,0.0,4.637227
392,0.0,40.753513
393,0.0,29.453384
394,0.0,31.651817
395,0.0,46.009914
396,0.0,43.071083
397,0.0,47.69489
398,0.0,26.679985
399,1.0,47.186066
400,0.0,37.641582
401,0.0,52.58003
402,2.0,37.96571
403,0.0,36.292286
404,0.0,27.863106
405,0.0,43.708164
406,0.0,33.300377
407,2.0,40.600185
408,2.0,45.501537
409,0.0,45.170116
410,1.0,45.321663
411,0.0,40.858303
412,0.0,33.956295
413,0.0,33.93459
414,0.0,33.765026
415,0.0,45.712074
416,0.0,37.03589
417,0.0,26.584269
418,0.0,42.52657
419,0.0,25.395304
420,0.0,25.954302
421,1.0,24.984488
422,0.0,37.801907
423,0.0,41.36872
424,0.0,43.10436
425,0.0,31.619102
426,0.0,49.247818
427,0.0,48.100006
428,0.0,31.35211
429,0.0,25.589106
430,5.0,69.26746
431,0.0,21.760622
432,0.0,45.727505
433,2.0,51.144306
434,0.0,30.28406
435,2.0,34.08448
436,0.0,49.614372
437,0.0,44.874725
438,0.0,37.14001
